ATENDIMENTO_BAIRRO_NOME;EQUIPAMENTO_URBANO_NOME;FLAG_EQUIPAMENTO_URBANO;FLAG_FLAGRANTE;LOGRADOURO_NOME;NATUREZA1_DEFESA_CIVIL;NATUREZA1_DESCRICAO;SUBCATEGORIA1_DESCRICAO;NATUREZA2_DEFESA_CIVIL;NATUREZA2_DESCRICAO;SUBCATEGORIA2_DESCRICAO;NATUREZA3_DEFESA_CIVIL;NATUREZA3_DESCRICAO;SUBCATEGORIA3_DESCRICAO;NATUREZA4_DEFESA_CIVIL;NATUREZA4_DESCRICAO;SUBCATEGORIA4_DESCRICAO;NATUREZA5_DEFESA_CIVIL;NATUREZA5_DESCRICAO;SUBCATEGORIA5_DESCRICAO;OCORRENCIA_ANO;OCORRENCIA_CODIGO;OCORRENCIA_DATA;OCORRENCIA_DIA_SEMANA;OCORRENCIA_HORA;OCORRENCIA_MES;OPERACAO_DESCRICAO;ORIGEM_CHAMADO_DESCRICAO;REGIONAL_FATO_NOME;SECRETARIA_NOME;SECRETARIA_SIGLA;SERVICO_NOME;SITUACAO_EQUIPE_DESCRICAO;NUMERO_PROTOCOLO_156
Centro;;f;NÃO;Rua Nunes Machado;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00412/2022;15/12/2022;Quinta;16:21:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Matriz;;;"";"";
Centro;;f;NÃO;Praça Tiradentes;0;Furto;Estabelecimento Comercial;;;;;;;;;;;;;2022;00414/2022;15/12/2022;Quinta;16:25:00;12;;IMEDIATA;Matriz;;;"";"";
São Francisco;;f;NÃO;Rua Trajano Reis;0;Apoio;Apoio à outros órgãos;;;;;;;;;;;;;2022;00417/2022;15/12/2022;Quinta;16:40:00;12;;153;Matriz;;;"";"";
Cidade Industrial;;f;NÃO;Rua Eduardo Sprada;0;Trânsito;Acidente de trânsito;;;;;;;;;;;;;2022;00418/2022;15/12/2022;Quinta;16:47:00;12;;156;CIC;;;"";"";
Fazendinha;;f;NÃO;Rua João Bettega;0;Trânsito;Estacionamento irregular;;;;;;;;;;;;;2022;00419/2022;15/12/2022;Quinta;16:52:00;12;;156;Portão;;;"";"";
Tatuquara;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL SANTA RITA;t;NÃO;Rua Enette Dubard;0;Apoio;Apoio à FAS;;;;;;;;;;;;;2022;00427/2022;15/12/2022;Quinta;17:00:00;12;;153;Tatuquara;Fundação de Ação Social;FAS;"";"";
Novo Mundo;;f;NÃO;Rua Pedro Gusso;0;Trânsito;Acidente de trânsito;;;;;;;;;;;;;2022;;15/12/2022;Quinta;17:17:00;12;;156;Pinheirinho;;;"";"";
Tatuquara;;f;NÃO;Rua Maria Aparecida de Silva Anquizes;0;Trânsito;;;;;;;;;;;;;;2022;00421/2022;15/12/2022;Quinta;17:25:00;12;;À VIATURA;Pinheirinho;;;"";"";
Jardim Botânico;;f;NÃO;Jardim Botânico-Evento de Natal.;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;00423/2022;15/12/2022;Quinta;17:41:00;12;;IMEDIATA;Matriz;;;"";"";
Centro;;f;NÃO;Avenida Luiz Xavier;0;Violação de Medida Protetiva Lei Maria da Penha;;;;;;;;;;;;;;2022;00422/2022;15/12/2022;Quinta;17:42:00;12;;IMEDIATA;Matriz;;;"";"";
Centro;TERMINAL METROPOLITANO GUADALUPE;t;NÃO;Rua João Negrão;0;Dano;Desordem;;;;;;;;;;;;;2022;00429/2022;15/12/2022;Quinta;18:00:00;12;;IMEDIATA;Matriz;Urbanização de Curitiba S.A.;URBS;"";"";
Bigorrilho;;f;NÃO;Rua Coronel Dulcídio;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;00428/2022;15/12/2022;Quinta;18:00:00;12;;IMEDIATA;Matriz;;;"";"";
Bacacheri;;f;NÃO;Rua Desembargador Arthur Leme;0;Trânsito;;;;;;;;;;;;;;2022;00424/2022;15/12/2022;Quinta;18:07:00;12;;156;Boa Vista;;;"";"";
Seminário;;f;NÃO;Rua Lindolfo Pessoa;0;Trânsito;OBSTRUÇÃO DE PISTA;;;;;;;;;;;;;2022;00425/2022;15/12/2022;Quinta;18:07:00;12;;156;Portão;;;"";"";
Bacacheri;;f;NÃO;Rua Gago Coutinho;0;Trânsito;;;;;;;;;;;;;;2022;00426/2022;15/12/2022;Quinta;18:10:00;12;;156;Boa Vista;;;"";"";
Cajuru;;f;NÃO;Rua Miguel Caluf;0;Trânsito;OBSTRUÇÃO DE PISTA;;;;;;;;;;;;;2022;00430/2022;15/12/2022;Quinta;18:23:00;12;;156;Cajuru;;;"";"";
Rebouças;;f;NÃO;Rua João Negrão;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;00431/2022;15/12/2022;Quinta;18:27:00;12;;IMEDIATA;Matriz;;;"";"";
Fazendinha;RUA DA CIDADANIA FAZENDINHA / PORTÃO;t;NÃO;Rua Carlos Klemtz;0;Apoio;Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO;;;;;;;;;;;;;2022;00434/2022;15/12/2022;Quinta;19:00:00;12;;IMEDIATA;Portão;Secretaria do Governo Municipal;SGM;"";"";
Capão Raso;;f;NÃO;Rua André Oszika;0;Trânsito;ESTACIONAR EM GUIA REBAIXADA;;;;;;;;;;;;;2022;00432/2022;15/12/2022;Quinta;19:13:00;12;;156;Pinheirinho;;;"";"";
Batel;;f;NÃO;Rua Josefina Rocha;0;Apoio;Apoio à FAS;;;;;;;;;;;;;2022;00433/2022;15/12/2022;Quinta;19:21:00;12;;153;Matriz;;;"";"";
Centro;;f;NÃO;Rua Francisco Torres;0;Apoio;Apoio à FAS;;;;;;;;;;;;;2022;00441/2022;15/12/2022;Quinta;19:45:00;12;;OFÍCIO;Matriz;;;"";"";
Bairro Alto;TERMINAL BAIRRO ALTO;t;NÃO;R. JOSÉ DE OLIVEIRA FRANCO;0;Importunação sexual;;;;;;;;;;;;;;2022;00439/2022;15/12/2022;Quinta;19:45:00;12;;CIOSP (190);Boa Vista;Urbanização de Curitiba S.A.;URBS;"";"";
Cidade Industrial;;f;NÃO;Rua Lodovico Kaminski;0;Trânsito;FISCALIZACAO;;;;;;;;;;;;;2022;00435/2022;15/12/2022;Quinta;19:46:00;12;;SETRAN;CIC;;;"";"";
Boqueirão;;f;NÃO;Rua Aristóteles da Silva Santos;0;Queima a céu aberto;;;;;;;;;;;;;;2022;00436/2022;15/12/2022;Quinta;19:52:00;12;;153;Boqueirão;;;"";"";
Hauer;;f;NÃO;BR-116;0;Trânsito;PARADA EM CIMA DE PASSEIO/CALÇADA;;;;;;;;;;;;;2022;00437/2022;15/12/2022;Quinta;19:54:00;12;;SETRAN;Boqueirão;;;"";"";
Água Verde;;f;NÃO;Avenida Rep. Argentina;0;Desinteligência;;;;;;;;;;;;;;2022;00438/2022;15/12/2022;Quinta;20:04:00;12;;153;Portão;;;"";"";
Rebouças;CASA DE PASSAGEM DAS MULHERES;t;NÃO;Rua Desembargador Westphalen;0;Apoio;Apoio à FAS;;;;;;;;;;;;;2022;00440/2022;15/12/2022;Quinta;20:10:00;12;;153;Matriz;Fundação de Ação Social;FAS;"";"";
Rebouças;;f;NÃO;Avenida Iguaçu;0;Trânsito;Estacionamento irregular;;;;;;;;;;;;;2022;00442/2022;15/12/2022;Quinta;20:22:00;12;;156;Matriz;;;"";"";
Pilarzinho;;f;NÃO;Rua Victor Benato;0;Trânsito;PARADA EM CIMA DE PASSEIO/CALÇADA;;;;;;;;;;;;;2022;00444/2022;15/12/2022;Quinta;20:24:00;12;;156;Boa Vista;;;"";"";
Cajuru;;f;NÃO;Rua Solidariedade;0;Trânsito;ESTACIONAR EM GUIA REBAIXADA;;;;;;;;;;;;;2022;00443/2022;15/12/2022;Quinta;20:25:00;12;;SETRAN;Cajuru;;;"";"";
Uberaba;;f;NÃO;Rua Capitão Leônidas Marques;0;Trânsito;ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A;;;;;;;;;;;;;2022;00445/2022;15/12/2022;Quinta;20:30:00;12;;156;Cajuru;;;"";"";
Guabirotuba;;f;NÃO;Rua Capitão João Ribas de Oliveira;0;Trânsito;CAÇAMBA OBSTRUINDO;;;;;;;;;;;;;2022;00446/2022;15/12/2022;Quinta;20:46:00;12;;156;Cajuru;;;"";"";
Bacacheri;;f;NÃO;Avenida Paraná;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;00449/2022;15/12/2022;Quinta;20:50:00;12;;IMEDIATA;Boa Vista;;;"";"";
Cidade Industrial;CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL CAIC CÂNDIDO PORTINARI;t;NÃO;Rua Antônio Geroslau Ferreira;0;Invasão;Invasão de equipamento/patrimônio público;;;;;;;;;;;;;2022;00447/2022;15/12/2022;Quinta;20:56:00;12;;153;CIC;Secretaria Municipal da Educação;SME;"";"";
Mossunguê;;f;NÃO;Rua José Carolo;0;Trânsito;ESTACIONAR EM GUIA REBAIXADA;;;;;;;;;;;;;2022;00448/2022;15/12/2022;Quinta;20:59:00;12;;SETRAN;Santa Felicidade;;;"";"";
Centro;UNIDADE DE INTERESSE DE PRESERVAÇÃO PRAÇA GENERAL OSÓRIO, 175;t;NÃO;Praça General Osório;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;00450/2022;15/12/2022;Quinta;21:06:00;12;;IMEDIATA;Matriz;;;"";"";
Centro;MÓDULO DA GUARDA MUNICIPAL PRAÇA OSÓRIO;t;NÃO;Praca Gal Osorio;0;Orientação;ORIENTAÇÃO GERAL;;;;;;;;;;;;;2022;00451/2022;15/12/2022;Quinta;21:18:00;12;;IMEDIATA;Matriz;Secretaria Municipal de Defesa Social e Trânsito;SMDT;"";"";
Portão;;f;NÃO;Rua Carlos Dietzsch;0;Trânsito;ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A;;;;;;;;;;;;;2022;00452/2022;15/12/2022;Quinta;21:19:00;12;;156;Portão;;;"";"";
Água Verde;;f;NÃO;Avenida Sete de Setembro;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;00453/2022;15/12/2022;Quinta;21:38:00;12;;IMEDIATA;Portão;;;"";"";
Tingui;;f;NÃO;Rua Vinte e Nove de Junho;0;Trânsito;;;;;;;;;;;;;;2022;00454/2022;15/12/2022;Quinta;21:44:00;12;;156;Boa Vista;;;"";"";
Rebouças;CASA DE PASSAGEM DAS MULHERES;t;NÃO;Rua Desembargador Westphalen;0;Apoio;Apoio ao SAMU;;;;;;;;;;;;;2022;00457/2022;15/12/2022;Quinta;21:45:00;12;;GM;Matriz;Fundação de Ação Social;FAS;"";"";
Boqueirão;MÓDULO DA GUARDA MUNICIPAL PARQUE NÁUTICO;t;NÃO;Avenida Marechal Floriano Peixoto;0;Apoio;Apoio ao cidadão - ORIENTAÇÃO;;;;;;;;;;;;;2022;00455/2022;15/12/2022;Quinta;21:45:00;12;;À VIATURA;Boqueirão;Secretaria Municipal de Defesa Social e Trânsito;SMDT;"";"";
Lindóia;ESTAÇÃO TUBO LINDÓIA 1;t;NÃO;AV. PRES. WENCESLAU BRAZ;0;Arrastão;;;;;;;;;;;;;;2022;00456/2022;15/12/2022;Quinta;22:01:00;12;;153;Pinheirinho;Urbanização de Curitiba S.A.;URBS;"";"";
Pinheirinho;;f;NÃO;Rua Leonardo Pianowski;0;Trânsito;PARADA EM CIMA DE PASSEIO/CALÇADA;;;;;;;;;;;;;2022;00458/2022;15/12/2022;Quinta;22:14:00;12;;156;Pinheirinho;;;"";"";
Água Verde;;f;NÃO;Avenida Rep. Argentina;0;Trânsito;OBSTRUÇÃO DE PISTA;;;;;;;;;;;;;2022;00459/2022;15/12/2022;Quinta;22:16:00;12;;SETRAN;Portão;;;"";"";
Sítio Cercado;;f;NÃO;Rua Tijucas do Sul;0;Apoio;Apoio à SMEL;;;;;;;;;;;;;2022;00460/2022;15/12/2022;Quinta;22:23:00;12;;OFÍCIO;Bairro Novo;;;"";"";
Pinheirinho;;f;NÃO;Rua Doutor Pedro Zavaski;0;Violação de Medida Protetiva Lei Maria da Penha;;;;;;;;;;;;;;2022;00461/2022;15/12/2022;Quinta;22:26:00;12;;153;Pinheirinho;;;"";"";
Bigorrilho;;f;NÃO;;0;Vias de Fato;;;;;;;;;;;;;;2022;00462/2022;15/12/2022;Quinta;22:30:00;12;;IMEDIATA;Matriz;;;"";"";
Fazendinha;;f;NÃO;Rua Daniel Comboni;0;Trânsito;Estacionamento irregular;;;;;;;;;;;;;2022;00463/2022;15/12/2022;Quinta;22:35:00;12;;SETRAN;Portão;;;"";"";
Pilarzinho;;f;NÃO;Avenida Fredolin Wolf;0;Ronda;;;;;;;;;;;;;;2022;00464/2022;15/12/2022;Quinta;22:36:00;12;;153;Boa Vista;;;"";"";
Boa Vista;ESTAÇÃO TUBO ANTÔNIO LAGO 1;t;NÃO;AV. PARANÁ;0;Tentativa;Tentativa de invasão transporte coletivo;;;;;;;;;;;;;2022;00465/2022;15/12/2022;Quinta;22:44:00;12;;153;Boa Vista;Urbanização de Curitiba S.A.;URBS;"";"";
Centro;;f;NÃO;Rua Francisco Torres;0;Apoio;Apoio à FAS;;;;;;;;;;;;;2022;00466/2022;15/12/2022;Quinta;22:48:00;12;;À VIATURA;Matriz;;;"";"";
Fazendinha;UNIDADE DE PRONTO ATENDIMENTO FAZENDINHA / ALBERT SABIN;t;NÃO;Rua Carlos Klemtz;0;Desinteligência;;;;;;;;;;;;;;2022;00467/2022;15/12/2022;Quinta;23:01:00;12;;153;Portão;Secretaria Municipal da Saúde;SMS;"";"";
Água Verde;;f;NÃO;Rua Castro;0;Trânsito;ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A;;;;;;;;;;;;;2022;00468/2022;15/12/2022;Quinta;23:20:00;12;;156;Portão;;;"";"";
Cajuru;;f;NÃO;Rua Liberato Evangelista do Prado;0;Apoio;Apoio ao SAMU;;;;;;;;;;;;;2022;00469/2022;15/12/2022;Quinta;23:30:00;12;;SAMU;Cajuru;;;"";"";
Cabral;POSTO DE ATENDIMENTO CASA DA MULHER BRASILEIRA;t;NÃO;Avenida Paraná;0;Apoio;Apoio à FAS;;;;;;;;;;;;;2022;00470/2022;15/12/2022;Quinta;23:38:00;12;;À VIATURA;Matriz;;;"";"";
Tatuquara;;f;NÃO;Rua Maria Aparecida de Silva Anquizes;0;Trânsito;Racha (Disputa de corrida);;;;;;;;;;;;;2022;00471/2022;16/12/2022;Sexta;01:01:00;12;;SETRAN;Pinheirinho;;;"";"";
Capão Raso;;f;NÃO;Linha Verde;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;00472/2022;16/12/2022;Sexta;01:10:00;12;;IMEDIATA;Pinheirinho;;;"";"";
Centro;;f;NÃO;Alameda Doutor Muricy;0;Roubo;Transeunte;;;;;;;;;;;;;2022;00474/2022;16/12/2022;Sexta;01:40:00;12;;À VIATURA;Matriz;;;"";"";
São Francisco;;f;NÃO;;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;00473/2022;16/12/2022;Sexta;01:45:00;12;;À VIATURA;Matriz;;;"";"";
Cajuru;;f;NÃO;Rua Engenheiro Benedito Mario da Silva;0;Dano;Desordem;;;;;;;;;;;;;2022;00475/2022;16/12/2022;Sexta;02:20:00;12;;153;Cajuru;;;"";"";
Sítio Cercado;ESCOLA MUNICIPAL PROFESSORA MIRACY RODRIGUES DE ARAÚJO;t;NÃO;Rua José Bassa;0;Invasão;Invasão de equipamento/patrimônio público;;;;;;;;;;;;;2022;00476/2022;16/12/2022;Sexta;02:44:00;12;;CCO MURALHA DIGITAL;Bairro Novo;Secretaria Municipal da Educação;SME;"";"";
Portão;;f;NÃO;;0;Furto;Equipamento/patrimônio público;;;;;;;;;;;;;2022;00477/2022;16/12/2022;Sexta;02:55:00;12;;153;Portão;;;"";"";
Bigorrilho;;f;NÃO;Rua Coronel Dulcídio;0;Perturbação do sossego;;;;;;;;;;;;;;2022;00478/2022;16/12/2022;Sexta;03:17:00;12;;153;Matriz;;;"";"";
Portão;;f;NÃO;Rua Miguel Abrão;0;ZELADORIA URBANA;Furto Fiação Elétrica;;;;;;;;;;;;;2022;00479/2022;16/12/2022;Sexta;03:34:00;12;;153;Portão;;;"";"";
Cidade Industrial;;f;NÃO;Rua Senador Accioly Filho;0;Dano;Desordem;;;;;;;;;;;;;2022;00480/2022;16/12/2022;Sexta;05:07:00;12;;153;CIC;;;"";"";
São Braz;CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL EONIDES TEREZINHA FERREIRA;t;NÃO;;0;Atos obscenos/libidinosos;;;;;;;;;;;;;;2022;00481/2022;16/12/2022;Sexta;07:08:00;12;;153;Santa Felicidade;Secretaria Municipal da Educação;SME;"";"";
Fazendinha;;f;NÃO;Rua Berta Klemtz;0;Trânsito;;;;;;;;;;;;;;2022;00482/2022;16/12/2022;Sexta;07:32:00;12;;156;Portão;;;"";"";
Campo de Santana;;f;NÃO;Rua Ângelo Tozim;0;Animais;;;;;;;;;;;;;;2022;00483/2022;16/12/2022;Sexta;07:41:00;12;;SETRAN;Tatuquara;;;"";"";
Boqueirão;;f;NÃO;Rua Doutor Simão Kossobudski;0;Trânsito;;;;;;;;;;;;;;2022;00484/2022;16/12/2022;Sexta;07:45:00;12;;SETRAN;Boqueirão;;;"";"";
Sítio Cercado;;f;NÃO;Rua Mandirituba;0;Apoio;Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO;;;;;;;;;;;;;2022;00485/2022;16/12/2022;Sexta;07:52:00;12;;IMEDIATA;Bairro Novo;;;"";"";
Hauer;;f;NÃO;Rua Frederico Maurer;0;Trânsito;FISCALIZACAO;;;;;;;;;;;;;2022;00486/2022;16/12/2022;Sexta;08:15:00;12;;À VIATURA;Boqueirão;;;"";"";
Fazendinha;;f;NÃO;"Rua Irineu da Silva""";0;Apoio;Apoio à outros órgãos;;;;;;;;;;;;;2022;00489/2022;16/12/2022;Sexta;08:19:00;12;;IMEDIATA;Portão;;;"";"";
Cristo Rei;;f;NÃO;Avenida Presidente Affonso Camargo;0;Furto;Transeunte;;;;;;;;;;;;;2022;00490/2022;16/12/2022;Sexta;08:20:00;12;;IMEDIATA;Matriz;;;"";"";
Centro Cívico;ESTAÇÃO TUBO CENTRO CÍVICO - ASSEMBLÉIA;t;NÃO;R. PREF. ROSALDO GOMES MELLO LEITÃO;0;Ameaça;;;;;;;;;;;;;;2022;00487/2022;16/12/2022;Sexta;08:30:00;12;;153;Matriz;Urbanização de Curitiba S.A.;URBS;"";"";
Centro;;f;NÃO;Praça Rui Barbosa;0;Apoio;Apoio à outros órgãos;;;;;;;;;;;;;2022;00488/2022;16/12/2022;Sexta;08:49:00;12;;IMEDIATA;Matriz;;;"";"";
São Braz;;f;NÃO;Rua Miguel Novicki;0;Apoio;Apoio à SME;;;;;;;;;;;;;2022;00492/2022;16/12/2022;Sexta;09:00:00;12;;IMEDIATA;Santa Felicidade;;;"";"";
Santa Cândida;;f;NÃO;Rua Fernando de Noronha;0;Apoio;Apoio à FAS;;;;;;;;;;;;;2022;00498/2022;16/12/2022;Sexta;09:00:00;12;;IMEDIATA;Boa Vista;;;"";"";
Santa Cândida;;f;NÃO;Rua Fernando de Noronha;0;Trânsito;PARADA EM CIMA DE PASSEIO/CALÇADA;;;;;;;;;;;;;2022;00491/2022;16/12/2022;Sexta;09:03:00;12;;156;Boa Vista;;;"";"";
Tatuquara;;f;NÃO;Rua Stella Camargo Arzua;0;Agressão física/verbal;Agressão;;;;;;;;;;;;;2022;00493/2022;16/12/2022;Sexta;09:14:00;12;;153;Tatuquara;;;"";"";
Bacacheri;;f;NÃO;Rua Costa Rica;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00497/2022;16/12/2022;Sexta;09:15:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Boa Vista;;;"";"";
Cajuru;;f;NÃO;Rua João Tobias de Paiva Netto;0;Trânsito;OUTROS;;;;;;;;;;;;;2022;00494/2022;16/12/2022;Sexta;09:18:00;12;;156;Cajuru;;;"";"";
Cidade Industrial;;f;NÃO;Rua Álvares de Azevedo;0;Trânsito;OUTROS;;;;;;;;;;;;;2022;00495/2022;16/12/2022;Sexta;09:37:00;12;;SETRAN;CIC;;;"";"";
Novo Mundo;;f;NÃO;Rua Laudelino Ferreira Lopes;0;Paciente/usuário alterado;;;;;;;;;;;;;;2022;00496/2022;16/12/2022;Sexta;09:56:00;12;;153;Pinheirinho;;;"";"";
Hauer;;f;NÃO;Rua Waldemar Kost;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00500/2022;16/12/2022;Sexta;10:00:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Boqueirão;;;"";"";
Centro Cívico;PREFEITURA MUNICIPAL DE CURITIBA;t;NÃO;Avenida Cândido de Abreu;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;00520/2022;16/12/2022;Sexta;10:05:00;12;;IMEDIATA;Matriz;Prefeitura Municipal de Curitiba;PMC;"";"";
Centro;;f;NÃO;Praça Rui Barbosa;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00499/2022;16/12/2022;Sexta;10:10:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Matriz;;;"";"";
Cidade Industrial;;f;NÃO;Rua Engenheiro Onaldo Pinto de Oliveira;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00501/2022;16/12/2022;Sexta;10:40:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;CIC;;;"";"";
Campo Comprido;;f;NÃO;Rua Luiz Tramontin;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00503/2022;16/12/2022;Sexta;11:00:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Portão;;;"";"";
Uberaba;;f;NÃO;Rua Jorge Gomes Rosa;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00502/2022;16/12/2022;Sexta;11:00:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Cajuru;;;"";"";
Orleans;;f;NÃO;Rua Luiz Foggiatto;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00504/2022;16/12/2022;Sexta;11:58:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Santa Felicidade;;;"";"";
Alto Boqueirão;;f;NÃO;Rua Leocádio Robison de Lima Damázio;0;Dano;Desordem;;;;;;;;;;;;;2022;00505/2022;16/12/2022;Sexta;12:42:00;12;;153;Boqueirão;;;"";"";
Hauer;;f;NÃO;Avenida Marechal Floriano Peixoto;0;Desinteligência;;;;;;;;;;;;;;2022;00506/2022;16/12/2022;Sexta;12:48:00;12;;IMEDIATA;Boqueirão;;;"";"";
Prado Velho;;f;NÃO;Rua Thomas Edison;0;Apoio;Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO;;;;;;;;;;;;;2022;00507/2022;16/12/2022;Sexta;13:00:00;12;;IMEDIATA;Matriz;;;"";"";
Cachoeira;;f;NÃO;Rua Howell Lewis Fry;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00510/2022;16/12/2022;Sexta;13:05:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Boa Vista;;;"";"";
Sítio Cercado;;f;NÃO;Travessa Alcioni Camargo de Queiroz;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00511/2022;16/12/2022;Sexta;13:25:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Bairro Novo;;;"";"";
Cachoeira;UNIDADE DE SAÚDE VILA LEONICE;t;NÃO;AV. ANITA GARIBALDI;0;Apoio;Apoio à SMS;;;;;;;;;;;;;2022;00515/2022;16/12/2022;Sexta;13:39:00;12;;IMEDIATA;Boa Vista;Secretaria Municipal da Saúde;SMS;"";"";
Atuba;;f;NÃO;Rua Lívio Petterle;0;Trânsito;FISCALIZACAO;;;;;;;;;;;;;2022;00514/2022;16/12/2022;Sexta;13:40:00;12;;IMEDIATA;Boa Vista;;;"";"";
Centro;ESTAÇÃO TUBO CENTRAL 1;t;NÃO;Travessa Presidente Faria;0;Desinteligência;;;;;;;;;;;;;;2022;00508/2022;16/12/2022;Sexta;13:41:00;12;;153;Matriz;Urbanização de Curitiba S.A.;URBS;"";"";
Centro;MÓDULO DA GUARDA MUNICIPAL PRAÇA RUI BARBOSA;t;NÃO;;0;Apoio;Apoio à outros órgãos;;;;;;;;;;;;;2022;00509/2022;16/12/2022;Sexta;13:52:00;12;;IMEDIATA;Matriz;Secretaria Municipal de Defesa Social e Trânsito;SMDT;"";"";
Sítio Cercado;;f;NÃO;Rua Marcos Luiz Trevisan;0;Patrulha Maria da Penha;Atendimento de Medida Protetiva;;;;;;;;;;;;;2022;00525/2022;16/12/2022;Sexta;13:52:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Bairro Novo;;;"";"";
Jardim Botânico;;f;NÃO;Jardim Botânico-Evento de Natal.;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;00516/2022;16/12/2022;Sexta;14:10:00;12;;IMEDIATA;Matriz;;;"";"";
Fanny;;f;NÃO;Rua Leonel França;0;Trânsito;ESTACIONAR EM GUIA REBAIXADA;;;;;;;;;;;;;2022;00512/2022;16/12/2022;Sexta;14:12:00;12;;156;Portão;;;"";"";
Cidade Industrial;;f;NÃO;Rua Arthur Tambosi;0;Trânsito;OBSTRUÇÃO DE PISTA;;;;;;;;;;;;;2022;00513/2022;16/12/2022;Sexta;14:15:00;12;;SETRAN;CIC;;;"";"";
Cidade Industrial;UNIDADE DE SAÚDE CAMPO ALEGRE;t;NÃO;Avenida das Industrias;0;Desinteligência;;;;;;;;;;;;;;2022;00538/2022;16/12/2022;Sexta;14:20:00;12;;IMEDIATA;CIC;Secretaria Municipal da Saúde;SMS;"";"";
Novo Mundo;;f;NÃO;Rua João Gomes;0;Fundada Suspeita (Abordagem);Abordagem a veículo;;;;;;;;;;;;;2022;00518/2022;16/12/2022;Sexta;14:37:00;12;;IMEDIATA;Portão;;;"";"";
Jardim Botânico;;f;NÃO;Jardim Botânico-Evento de Natal.;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00517/2022;16/12/2022;Sexta;14:37:00;12;;IMEDIATA;Matriz;;;"";"";
Centro;;f;NÃO;Travessa Jesuíno Marcondes;0;Orientação;ORIENTAÇÃO GERAL;;;;;;;;;;;;;2022;00519/2022;16/12/2022;Sexta;14:43:00;12;;IMEDIATA;Matriz;;;"";"";
Bairro Alto;;f;NÃO;Rua Santa Madalena Sofia Barat;0;Trânsito;ESTACIONAR EM LOCAL/HORA PROIBIDO R-06A;;;;;;;;;;;;;2022;00521/2022;16/12/2022;Sexta;14:47:00;12;;156;Boa Vista;;;"";"";
