ATENDIMENTO_BAIRRO_NOME;EQUIPAMENTO_URBANO_NOME;FLAG_EQUIPAMENTO_URBANO;FLAG_FLAGRANTE;LOGRADOURO_NOME;NATUREZA1_DEFESA_CIVIL;NATUREZA1_DESCRICAO;SUBCATEGORIA1_DESCRICAO;NATUREZA2_DEFESA_CIVIL;NATUREZA2_DESCRICAO;SUBCATEGORIA2_DESCRICAO;NATUREZA3_DEFESA_CIVIL;NATUREZA3_DESCRICAO;SUBCATEGORIA3_DESCRICAO;NATUREZA4_DEFESA_CIVIL;NATUREZA4_DESCRICAO;SUBCATEGORIA4_DESCRICAO;NATUREZA5_DEFESA_CIVIL;NATUREZA5_DESCRICAO;SUBCATEGORIA5_DESCRICAO;OCORRENCIA_ANO;OCORRENCIA_CODIGO;OCORRENCIA_DATA;OCORRENCIA_DIA_SEMANA;OCORRENCIA_HORA;OCORRENCIA_MES;OPERACAO_DESCRICAO;ORIGEM_CHAMADO_DESCRICAO;REGIONAL_FATO_NOME;SECRETARIA_NOME;SECRETARIA_SIGLA;SERVICO_NOME;SITUACAO_EQUIPE_DESCRICAO;NUMERO_PROTOCOLO_156
;;f;NÃO;Rua Cidade de Saudades;1;Depósito irregular;;;;;;;;;;;;;;2022;;24/11/2022;Quinta;09:33:00;11;;156;"";;;"";"";9789440
Fazendinha;;f;NÃO;Rua Pablo Picasso;0;Alarmes;;;;;;;;;;;;;;2022;;07/12/2022;Quarta;16:37:14;12;;156;Portão;;;"";"";9810419
Juvevê;;f;NÃO;RUA ALBERTO FOLLONI;0;Trânsito;;;;;;;;;;;;;;2022;;08/12/2022;Quinta;09:46:16;12;;156;Matriz;;;"";"";9811452
Campo Comprido;;f;NÃO;Rua Carlos Leopoldo Glaser;0;Alarmes;;;;;;;;;;;;;;2022;;08/12/2022;Quinta;17:18:46;12;;156;Portão;;;"";"";9812716
Pinheirinho;;f;NÃO;Rua Gumercindo Achilles Genol;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00024/2022;12/12/2022;Segunda;00:00:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Pinheirinho;;;"";"";
Bigorrilho;;f;NÃO;Rua Coronel Dulcídio;0;Dano;Desordem;;;;;;;;;;;;;2022;00080/2022;12/12/2022;Segunda;00:00:00;12;;FONE;Matriz;;;"";"";
Mercês;;f;NÃO;Avenida Cândido de Abreu;0;Ameaça;;;;;;;;;;;;;;2022;00082/2022;12/12/2022;Segunda;00:00:00;12;;SETRAN;Matriz;;;"";"";
Guaíra;;f;NÃO;Rua Sergipe;0;Atos obscenos/libidinosos;;;;;;;;;;;;;;2022;00068/2022;12/12/2022;Segunda;00:00:00;12;;153;Portão;;;"";"";
Tatuquara;;f;NÃO;Rua Wacílio Zacachuka;0;Roubo;Transeunte;;;;;;;;;;;;;2022;00084/2022;12/12/2022;Segunda;00:00:00;12;;153;Tatuquara;;;"";"";
Centro;;f;NÃO;Praça Rui Barbosa;0;Apoio;Apoio à URBS;;;;;;;;;;;;;2022;00058/2022;12/12/2022;Segunda;00:00:00;12;;153;Matriz;;;"";"";
Pinheirinho;;f;NÃO;Rua João Lourenço de Paula;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00023/2022;12/12/2022;Segunda;00:00:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Pinheirinho;;;"";"";
Jardim Botânico;;f;NÃO;Jardim Botânico-Evento de Natal.;0;Roubo;Transeunte;;;;;;;;;;;;;2022;00081/2022;12/12/2022;Segunda;00:00:00;12;;CIOSP (190);Matriz;;;"";"";
São Francisco;;f;NÃO;Rua Kellers;0;Dano;Pichação;;;;;;;;;;;;;2022;00067/2022;12/12/2022;Segunda;07:30:00;12;;IMEDIATA;Matriz;;;"";"";
Santa Cândida;;f;NÃO;Rua Lauro Dromlewicz;0;Trânsito;;;;;;;;;;;;;;2022;00001/2022;12/12/2022;Segunda;07:55:00;12;;156;Boa Vista;;;"";"";9818232
Cidade Industrial;;f;NÃO;Avenida Juscelino Kubitschek De Oliveira - Ld;0;Trânsito;;;;;;;;;;;;;;2022;00005/2022;12/12/2022;Segunda;08:14:00;12;;SETRAN;CIC;;;"";"";
Centro;;f;NÃO;Rua Cruz Machado;0;Trânsito;Acidente de trânsito;;;;;;;;;;;;;2022;00002/2022;12/12/2022;Segunda;08:20:00;12;;IMEDIATA;Matriz;;;"";"";
Bacacheri;;f;NÃO;Rua Doutor Alexander Fleming;0;Trânsito;;;;;;;;;;;;;;2022;00003/2022;12/12/2022;Segunda;08:25:00;12;;156;Boa Vista;;;"";"";
Centro;;f;NÃO;R. Aluizio Finzetto ;0;Trânsito;;;;;;;;;;;;;;2022;00057/2022;12/12/2022;Segunda;08:35:00;12;;156;Boa Vista;;;"";"";9818367
Centro;;f;NÃO;Praça Rui Barbosa;0;Apoio;Apoio à outros órgãos;;;;;;;;;;;;;2022;00034/2022;12/12/2022;Segunda;08:35:00;12;;À VIATURA;Matriz;;;"";"";
Centro;;f;NÃO;R. Aluizio Finzetto ;0;Trânsito;;;;;;;;;;;;;;2022;00044/2022;12/12/2022;Segunda;08:35:00;12;;156;Boa Vista;;;"";"";9818367
Cajuru;;f;NÃO;Rua Antônio Moreira Lopes;0;Trânsito;;;;;;;;;;;;;;2022;00009/2022;12/12/2022;Segunda;08:40:00;12;;NRGM;Cajuru;;;"";"";
Sítio Cercado;;f;NÃO;Rua Tijucas do Sul;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;00007/2022;12/12/2022;Segunda;08:45:00;12;;IMEDIATA;Bairro Novo;;;"";"";
Centro;;f;NÃO;Praça Rui Barbosa;0;Apoio;Apoio à outros órgãos;;;;;;;;;;;;;2022;00008/2022;12/12/2022;Segunda;08:56:00;12;;À VIATURA;Matriz;;;"";"";
Pilarzinho;CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL BRACATINGA;t;NÃO;Rua José Ribeiro de Cristo;0;Apoio;Apoio à SME;;;;;;;;;;;;;2022;00011/2022;12/12/2022;Segunda;09:00:00;12;;IMEDIATA;Boa Vista;Secretaria Municipal da Educação;SME;"";"";
Santo Inácio;;f;NÃO;Alameda Ecológica Burle Marx;0;Trânsito;;;;;;;;;;;;;;2022;00029/2022;12/12/2022;Segunda;09:20:00;12;;À VIATURA;Santa Felicidade;;;"";"";
Santa Cândida;;f;NÃO;Rua Lauro Dromlewicz;1;Fornecimento de Lona;;;;;;;;;;;;;;2022;00001/2022;12/12/2022;Segunda;09:30:00;12;;156;Boa Vista;;;"";"";
Água Verde;;f;NÃO;Rua Samuel Cézar;0;Trânsito;REMOÇÃO DE VEICULO;;;;;;;;;;;;;2022;00039/2022;12/12/2022;Segunda;09:30:00;12;;IMEDIATA;Portão;;;"";"";
Jardim Social;;f;NÃO;Rua Doutor João Evangelista Espíndola;0;Achado;Achado de objeto;;;;;;;;;;;;;2022;00004/2022;12/12/2022;Segunda;09:40:00;12;;153;Matriz;;;"";"";
Campo Comprido;;f;NÃO;Rua Eduardo Sprada;0;Trânsito;;;;;;;;;;;;;;2022;00006/2022;12/12/2022;Segunda;09:53:00;12;;156;Portão;;;"";"";
Bairro Alto;;f;NÃO;Rua Joaquim da Costa Ribeiro;1;Fornecimento de Lona;;;;;;;;;;;;;;2022;00003/2022;12/12/2022;Segunda;09:54:00;12;;156;Boa Vista;;;"";"";
Jardim das Américas;;f;NÃO;Rua Heitor de Andrade;0;Substância Ilícita;Uso de substância ilícita;;;;;;;;;;;;;2022;00028/2022;12/12/2022;Segunda;10:00:00;12;;153;Cajuru;;;"";"";
Batel;;f;NÃO;Avenida Sete de Setembro;0;Trânsito;;;;;;;;;;;;;;2022;00031/2022;12/12/2022;Segunda;10:00:00;12;;IMEDIATA;Matriz;;;"";"";
Centro;RUA DA CIDADANIA MATRIZ;t;SIM;PÇ. RUI BARBOSA;0;Furto;Estabelecimento Comercial;;;;;;;;;;;;;2022;00036/2022;12/12/2022;Segunda;10:00:00;12;;IMEDIATA;Matriz;Secretaria do Governo Municipal;SGM;"";"";
Jardim das Américas;;f;NÃO;Rua Heitor de Andrade;0;Substância Ilícita;Uso de substância ilícita;;;;;;;;;;;;;2022;00032/2022;12/12/2022;Segunda;10:00:00;12;;153;Cajuru;;;"";"";
Sítio Cercado;CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL JAYME CANET JÚNIOR;t;NÃO;Rua Edvald Ribas Borba;0;Substância Ilícita;Uso de substância ilícita;;;;;;;;;;;;;2022;00033/2022;12/12/2022;Segunda;10:00:00;12;;153;Bairro Novo;Secretaria Municipal da Educação;SME;"";"";
Tingui;;f;NÃO;Rua Robert Kennedy;0;Trânsito;;;;;;;;;;;;;;2022;00046/2022;12/12/2022;Segunda;10:00:05;12;;156;Boa Vista;;;"";"";9818722
Pinheirinho;;f;NÃO;Rua Lothário Boutin;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00020/2022;12/12/2022;Segunda;10:02:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Pinheirinho;;;"";"";
Água Verde;;f;NÃO;Rua Bento Viana;0;Trânsito;FISCALIZACAO;;;;;;;;;;;;;2022;00038/2022;12/12/2022;Segunda;10:05:00;12;;IMEDIATA;Portão;;;"";"";
Sítio Cercado;;f;NÃO;Rua Ambrósio Thomazzi;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00018/2022;12/12/2022;Segunda;10:25:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Bairro Novo;;;"";"";
Pinheirinho;;f;NÃO;Rua Pastor João Boeira de Vargas;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00022/2022;12/12/2022;Segunda;10:35:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Pinheirinho;;;"";"";
Sítio Cercado;;f;NÃO;Rua Paissandu;0;Patrulha Maria da Penha;Atendimento de Medida Protetiva;;;;;;;;;;;;;2022;00019/2022;12/12/2022;Segunda;10:41:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Bairro Novo;;;"";"";
Santa Quitéria;;f;NÃO;Rua Professor Fábio de Souza;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00014/2022;12/12/2022;Segunda;10:45:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Portão;;;"";"";
Alto da Glória;;f;NÃO;Avenida João Gualberto;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;00010/2022;12/12/2022;Segunda;10:50:00;12;;153;Matriz;;;"";"";
Santa Quitéria;;f;NÃO;Rua João Scuissiato;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00013/2022;12/12/2022;Segunda;11:00:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Portão;;;"";"";
Água Verde;;f;NÃO;Rua Guilherme Pugsley;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00015/2022;12/12/2022;Segunda;11:00:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Portão;;;"";"";
Centro;;f;NÃO;Praça General Osório;0;Orientação;ORIENTAÇÃO GERAL;;;;;;;;;;;;;2022;00012/2022;12/12/2022;Segunda;11:00:00;12;;IMEDIATA;Matriz;;;"";"";
Jardim das Américas;;f;NÃO;Rua Luiz Carlos Kruger Pereira;0;Tentativa de homicídio;;;;;;;;;;;;;;2022;00016/2022;12/12/2022;Segunda;11:20:00;12;;153;Cajuru;;;"";"";
Prado Velho;;f;NÃO;Rua Thomas Edison;0;Apoio;Apoio ao GM;;;;;;;;;;;;;2022;00259/2022;12/12/2022;Segunda;11:30:00;12;;IMEDIATA;Matriz;;;"";"";
Hauer;;f;NÃO;Avenida Marechal Floriano Peixoto;0;Apoio;Apoio ao Conselho Tutelar;;;;;;;;;;;;;2022;00030/2022;12/12/2022;Segunda;11:30:00;12;;IMEDIATA;Boqueirão;;;"";"";
Uberaba;ESCOLA MUNICIPAL PROFESSORA MARIA MARLI PIOVEZAN;t;NÃO;R. VELCY BOLIVAR GRANDÓ;0;Substância Ilícita;Uso de substância ilícita;;;;;;;;;;;;;2022;00017/2022;12/12/2022;Segunda;11:45:00;12;;153;Cajuru;Secretaria Municipal da Educação;SME;"";"";
Tingui;;f;NÃO;Rua Robert Kennedy;1;Fornecimento de Lona;;;;;;;;;;;;;;2022;00002/2022;12/12/2022;Segunda;11:55:00;12;;156;Boa Vista;;;"";"";
Centro Cívico;;f;NÃO;Rua Papa João XXIII;0;Fundada Suspeita (Abordagem);Abordagem a veículo;;;;;;;;;;;;;2022;00042/2022;12/12/2022;Segunda;12:00:00;12;;GM;Matriz;;;"";"";
Augusta;ESCOLA MUNICIPAL COLÔNIA AUGUSTA;t;NÃO;;0;Alarmes;Disparo de Alarme (violação);;;;;;;;;;;;;2022;00027/2022;12/12/2022;Segunda;12:10:00;12;;BOTÃO DO PÂNICO ESCOLAS;CIC;Secretaria Municipal da Educação;SME;"";"";
Xaxim;;f;NÃO;Rua Ayrton Pizzatto Gusi;0;ZELADORIA URBANA;Furto Fiação Elétrica;;;;;;;;;;;;;2022;00025/2022;12/12/2022;Segunda;12:10:00;12;;153;Boqueirão;;;"";"";
Centro;;f;NÃO;Praça Rui Barbosa;0;Ameaça;;;;;;;;;;;;;;2022;00035/2022;12/12/2022;Segunda;13:32:00;12;;153;Matriz;;;"";"";
Tatuquara;;f;NÃO;Rua Vergílio Avanci;0;Orientação;ORIENTAÇÃO GERAL;;;;;;;;;;;;;2022;00037/2022;12/12/2022;Segunda;13:42:00;12;;IMEDIATA;Tatuquara;;;"";"";
Centro;;f;NÃO;Praça Rui Barbosa;0;Apoio;Apoio à outros órgãos;;;;;;;;;;;;;2022;00040/2022;12/12/2022;Segunda;13:57:00;12;;À VIATURA;Matriz;;;"";"";
Cidade Industrial;;f;NÃO;Rua Francisco Sielski;0;Apoio;Apoio ao GM;;;;;;;;;;;;;2022;00052/2022;12/12/2022;Segunda;14:00:00;12;;IMEDIATA;CIC;;;"";"";
Cidade Industrial;;f;NÃO;Rua Francisco Sielski;0;Apoio;Apoio ao GM;;;;;;;;;;;;;2022;00041/2022;12/12/2022;Segunda;14:11:00;12;;IMEDIATA;CIC;;;"";"";
Cidade Industrial;;f;NÃO;Rua Orlando Luís Lamarca;0;Alarmes;;;;;;;;;;;;;;2022;00045/2022;12/12/2022;Segunda;14:23:00;12;;156;CIC;;;"";"";
Cidade Industrial;;f;NÃO;Rua Cidade de Pomerode;0;Fundada Suspeita (Abordagem);Abordagem a veículo;;;;;;;;;;;;;2022;00051/2022;12/12/2022;Segunda;14:40:00;12;;IMEDIATA;CIC;;;"";"";
Centro;;f;NÃO;Rua Marechal Deodoro;0;Apoio;Apoio à FAS;;;;;;;;;;;;;2022;00043/2022;12/12/2022;Segunda;14:43:00;12;;153;Matriz;;;"";"";
Cidade Industrial;CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL PORTO BELO;t;NÃO;Rua Desembargador Cid Campelo;0;Apoio;Apoio à SME;;;;;;;;;;;;;2022;00055/2022;12/12/2022;Segunda;14:44:00;12;;IMEDIATA;CIC;Secretaria Municipal da Educação;SME;"";"";
Capão Raso;;f;NÃO;Rua Eleonora Faria Costa da Silva;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00061/2022;12/12/2022;Segunda;14:50:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Pinheirinho;;;"";"";
Atuba;;f;NÃO;Rua Arnoldo Wolff Gaensly;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00049/2022;12/12/2022;Segunda;15:00:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Boa Vista;;;"";"";
Cidade Industrial;;f;NÃO;Rua Jaraguá do Sul;0;Fundada Suspeita (Abordagem);Abordagem a pessoa;;;;;;;;;;;;;2022;00054/2022;12/12/2022;Segunda;15:00:00;12;;IMEDIATA;CIC;;;"";"";
Capão Raso;;f;NÃO;Rua José Pereira de Araújo;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00063/2022;12/12/2022;Segunda;15:02:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Pinheirinho;;;"";"";
Umbará;;f;NÃO;RUA MARIA LOPES ARRUDA;0;Trânsito;;;;;;;;;;;;;;2022;;12/12/2022;Segunda;15:04:27;12;;156;Bairro Novo;;;"";"";9820005
Umbará;;f;NÃO;RUA MARIA LOPES ARRUDA;0;Trânsito;;;;;;;;;;;;;;2022;;12/12/2022;Segunda;15:04:27;12;;156;Bairro Novo;;;"";"";9820005
Santa Cândida;;f;NÃO;Rua Demétrio da Costa;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00050/2022;12/12/2022;Segunda;15:10:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Boa Vista;;;"";"";
Cidade Industrial;;f;NÃO;Rua Anjo de Luz;0;Achado;Achado de substância ilícita;;;;;;;;;;;;;2022;00048/2022;12/12/2022;Segunda;15:10:00;12;;À VIATURA;CIC;;;"";"";
Centro;;f;NÃO;Rua XV de Novembro;0;Furto;Estabelecimento Comercial;;;;;;;;;;;;;2022;00053/2022;12/12/2022;Segunda;15:10:00;12;;IMEDIATA;Matriz;;;"";"";
Fazendinha;;f;NÃO;Rua Pedro Barcik Sobrinho;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00064/2022;12/12/2022;Segunda;15:15:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Portão;;;"";"";
Santa Felicidade;;f;NÃO;Avenida Manoel Ribas;0;Apoio;Apoio ao SAMU;;;;;;;;;;;;;2022;00047/2022;12/12/2022;Segunda;15:20:00;12;;153;Santa Felicidade;;;"";"";
Atuba;;f;NÃO;Rua Oscár Spena;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00056/2022;12/12/2022;Segunda;15:46:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Boa Vista;;;"";"";
Vila Izabel;;f;NÃO;Avenida Água Verde;0;Furto;Transeunte;;;;;;;;;;;;;2022;00060/2022;12/12/2022;Segunda;16:05:00;12;;IMEDIATA;Portão;;;"";"";
Centro;;f;NÃO;Praça Rui Barbosa;0;Dano;Vandalismo;;;;;;;;;;;;;2022;;12/12/2022;Segunda;16:15:00;12;;153;Matriz;;;"";"";
Santa Felicidade;;f;NÃO;Rua Antônio Escorsin;0;Apoio;Apoio ao GM;;;;;;;;;;;;;2022;00059/2022;12/12/2022;Segunda;16:19:00;12;;153;Santa Felicidade;;;"";"";
Rebouças;;f;NÃO;Rua Francisco Nunes;0;Apoio;Apoio à outros órgãos;;;;;;;;;;;;;2022;00062/2022;12/12/2022;Segunda;16:34:00;12;;153;Matriz;;;"";"";
Tatuquara;;f;SIM;Rua Maria Aparecida de Silva Anquizes;0;Lesão Corporal;Sem uso de qualquer instrumento;;;;;;;;;;;;;2022;00071/2022;12/12/2022;Segunda;17:00:00;12;;IMEDIATA;Pinheirinho;;;"";"";
Prado Velho;UNIDADE DE ACOLHIMENTO INSTITUCIONAL - ABRIGO INSTITUCIONAL CASA DO PIÁ 1;t;NÃO;Rua Francisco Nunes;0;Apoio;Apoio ao SAMU;;;;;;;;;;;;;2022;00065/2022;12/12/2022;Segunda;17:01:00;12;;153;Matriz;Fundação de Ação Social;FAS;"";"";
Jardim Botânico;;f;NÃO;Jardim Botânico-Evento de Natal.;0;Orientação;ORIENTAÇÃO GERAL;;;;;;;;;;;;;2022;00066/2022;12/12/2022;Segunda;17:02:00;12;;IMEDIATA;Matriz;;;"";"";
Sítio Cercado;;f;NÃO;Rua Izaac Ferreira da Cruz;0;Agressão física/verbal;Agressão;;;;;;;;;;;;;2022;00069/2022;12/12/2022;Segunda;17:09:00;12;;153;Bairro Novo;;;"";"";
Rebouças;;f;NÃO;Rua Imaculada Conceição;0;Apoio;Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO;;;;;;;;;;;;;2022;00070/2022;12/12/2022;Segunda;17:16:00;12;;IMEDIATA;Matriz;;;"";"";
Hauer;;f;NÃO;Rua Professor João Soares Barcelos;0;Trânsito;Acidente de trânsito;;;;;;;;;;;;;2022;00073/2022;12/12/2022;Segunda;18:00:00;12;;IMEDIATA;Boqueirão;;;"";"";
São Francisco;;f;NÃO;Rua Mateus Leme;0;Ameaça;;;;;;;;;;;;;;2022;00074/2022;12/12/2022;Segunda;18:32:00;12;;IMEDIATA;Matriz;;;"";"";
Centro;;f;NÃO;Praça Rui Barbosa;0;Orientação;ORIENTAÇÃO GERAL;;;;;;;;;;;;;2022;00077/2022;12/12/2022;Segunda;18:35:00;12;;GM;Matriz;;;"";"";
Cajuru;;f;NÃO;Rua Doutor Ivan Jorge Curi;0;Vistoria;;;;;;;;;;;;;;2022;00076/2022;12/12/2022;Segunda;19:05:00;12;;GM;Cajuru;;;"";"";
Tatuquara;;f;NÃO;Rua Maria Aparecida de Silva Anquizes;0;Apoio;Apoio ao cidadão - PRESTAÇÃO DE SOCORRO/SALVAMENTO;;;;;;;;;;;;;2022;00079/2022;12/12/2022;Segunda;19:30:00;12;;À VIATURA;Pinheirinho;;;"";"";
Centro;;f;NÃO;Rua XV de Novembro;0;Ameaça;;;;;;;;;;;;;;2022;00075/2022;12/12/2022;Segunda;19:30:00;12;;153;Matriz;;;"";"";
Água Verde;;f;NÃO;Rua Samuel Cézar;0;Trânsito;;;;;;;;;;;;;;2022;00078/2022;12/12/2022;Segunda;20:07:00;12;;153;Portão;;;"";"";
Batel;;f;NÃO;RUA PASTEUR;0;Alarmes;;;;;;;;;;;;;;2022;;12/12/2022;Segunda;20:28:00;12;;156;Matriz;;;"";"";
Centro;;f;NÃO;Praça General Osório;1;Incêndio;;;;;;;;;;;;;;2022;00004/2022;12/12/2022;Segunda;20:50:00;12;;CIOSP (190);Matriz;;;"";"";
Tatuquara;;f;NÃO;Rua João Batista Bettega Júnior;0;Perturbação do sossego;;;;;;;;;;;;;;2022;00083/2022;12/12/2022;Segunda;21:59:00;12;;153;Tatuquara;;;"";"";
Uberaba;;f;NÃO;Avenida Com. Franco;0;Trânsito;;;;;;;;;;;;;;2022;00093/2022;13/12/2022;Terça;00:00:00;12;;156;Cajuru;;;"";"";
Uberaba;CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL ANA PROVELLER;t;NÃO;Rua Cabo Cornélio de Souza Martins;0;Roubo;Veículo;;;;;;;;;;;;;2022;00097/2022;13/12/2022;Terça;00:00:00;12;;153;Cajuru;Secretaria Municipal da Educação;SME;"";"";
Pinheirinho;CENTRO DE EDUCAÇÃO INTEGRAL JOSÉ LAMARTINE CORRÊA DE OLIVEIRA LYRA;t;NÃO;Rua Carolina dos Anjos;0;Câmera Off-Line;;;;;;;;;;;;;;2022;00126/2022;13/12/2022;Terça;00:00:00;12;;CCO MURALHA DIGITAL;Pinheirinho;Secretaria Municipal da Educação;SME;"";"";
Cabral;CASA DA MULHER BRASILEIRA DE CURITIBA;t;NÃO;AV. PARANÁ;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00142/2022;13/12/2022;Terça;00:00:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Matriz;Secretaria do Governo Municipal;SGM;"";"";
Umbará;;f;NÃO;Estrada do Ganchinho;0;Apoio;Apoio ao GM;;;;;;;;;;;;;2022;00161/2022;13/12/2022;Terça;00:00:00;12;;IMEDIATA;Bairro Novo;;;"";"";
Jardim Social;;f;NÃO;Rua José Eurípedes Gonçalves;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00143/2022;13/12/2022;Terça;00:00:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Matriz;;;"";"";
Alto Boqueirão;ESCOLA MUNICIPAL JORNALISTA ARNALDO ALVES DA CRUZ;t;NÃO;;0;Câmera Off-Line;;;;;;;;;;;;;;2022;00090/2022;13/12/2022;Terça;00:00:00;12;;CCO MURALHA DIGITAL;Boqueirão;Secretaria Municipal da Educação;SME;"";"";
Jardim das Américas;;f;NÃO;Rua João Itiberê;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00141/2022;13/12/2022;Terça;00:00:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Cajuru;;;"";"";
Alto Boqueirão;;f;NÃO;Rua Francisco Derosso;0;Trânsito;;;;;;;;;;;;;;2022;00092/2022;13/12/2022;Terça;00:00:00;12;;156;Boqueirão;;;"";"";
Santa Cândida;;f;NÃO;Rua Engenheiro Luiz Augusto Leão Fonseca;0;Substância Ilícita;Uso de substância ilícita;;;;;;;;;;;;;2022;00155/2022;13/12/2022;Terça;00:00:00;12;;153;Boa Vista;;;"";"";
São Francisco;;f;NÃO;Praça João Cândido;0;Vistoria;;;;;;;;;;;;;;2022;00158/2022;13/12/2022;Terça;00:00:00;12;EVENTOS;GM;Matriz;;;"";"";
Santo Inácio;;f;NÃO;Avenida Cândido Hartmann;0;ZELADORIA URBANA;Queda de Árvores;;;;;;;;;;;;;2022;00008/2022;13/12/2022;Terça;00:00:00;12;;153;Santa Felicidade;;;"";"";
Xaxim;;f;NÃO;Rua Constantino José de Almeida;0;Patrulha Maria da Penha;Visita de Medida Protetiva;;;;;;;;;;;;;2022;00103/2022;13/12/2022;Terça;00:00:00;12;;ATENDIMENTO E ACOMPANHAMENTO DA PATRULHA MARIA DA PENHA;Boqueirão;;;"";"";
Boqueirão;ESCOLA MUNICIPAL LEONOR CASTELLANO;t;NÃO;Rua Maestro Carlos Frank;0;Câmera Off-Line;;;;;;;;;;;;;;2022;00091/2022;13/12/2022;Terça;00:00:00;12;;CCO MURALHA DIGITAL;Boqueirão;Secretaria Municipal da Educação;SME;"";"";
Rebouças;;f;NÃO;Viaduto Colorado;0;Apoio;Apoio à SMMA;;;;;;;;;;;;;2022;00085/2022;13/12/2022;Terça;01:21:00;12;;153;Matriz;;;"";"";
Capão Raso;;f;NÃO;Rua Fátima Bark;1;Alagamento;;;;;;;;;;;;;;2022;00005/2022;13/12/2022;Terça;04:16:00;12;;153;Pinheirinho;;;"";"";
Santa Cândida;;f;SIM;Rua Estevão Manika;0;Apoio;Apoio à Polícia Civil;;;;;;;;;;;;;2022;00086/2022;13/12/2022;Terça;07:30:00;12;;IMEDIATA;Boa Vista;;;"";"";
Jardim Social;;f;NÃO;Avenida Edgard Stellfeld;0;Animais;;;;;;;;;;;;;;2022;00087/2022;13/12/2022;Terça;07:53:00;12;;153;Matriz;;;"";"";
Sítio Cercado;;f;NÃO;Rua Milton Miramir Visinoni;0;Apoio;Apoio à SME;;;;;;;;;;;;;2022;00088/2022;13/12/2022;Terça;07:55:00;12;;153;Bairro Novo;;;"";"";
